"","Date","Daily","Humidity","Temperature","pm25","pm10","no2","o3","retail","grocery","parks","transit","work","home","date","mean","median","lower_80","upper_80","infections","test_adjusted_positive","test_adjusted_positive_raw","positive","tests"
"103",2020-06-05,2,73.6,19.8,13,7,15.1,31.3,-22,-7,28,-36,-28,10,2020-06-05,1.08637433915123,1.08632189278456,0.998053099446102,1.17801141335278,3.87375621555974,5.09575015594343,3.5832812737141,2,343
"104",2020-06-06,4,58.8,21.7,13,7,3.7,29.7,-22,-11,49,-24,-19,2,2020-06-06,1.10439793238533,1.10096912013722,1.01491689118011,1.1987927993444,3.91971247656007,4.92866308994583,3.27750793835716,4,750
"105",2020-06-07,0,60.4,21.8,25,9,4.2,26.9,-30,-20,24,-34,0,2,2020-06-07,1.12177101868591,1.12202500542334,1.03085763783426,1.21402805249028,3.97879279906934,4.78134644707864,0,0,0
"106",2020-06-08,3,88,18,46,15,9.6,19.1,-24,-14,-2,-38,-26,9,2020-06-08,1.13583104817318,1.14012002104448,1.04141418016137,1.2192684873025,4.05147252941188,4.65309620194113,6.04260313118946,3,216
"107",2020-06-09,4,82,16.4,30,11,9.6,24,-23,-12,7,-37,-27,10,2020-06-09,1.1506053445228,1.15153527246128,1.06542853460806,1.23774881739771,4.13863096906605,4.54326130964212,3.18410745306719,4,772
"108",2020-06-10,4,77,16,25,7,8.7,31.3,-21,-10,13,-36,-27,9,2020-06-10,1.16197948240525,1.16228103150766,1.06598871526643,1.24706605757855,4.2396234754874,4.45124750161717,3.26012062833935,4,754
"109",2020-06-11,8,82.8,16.3,30,10,12.4,30.1,-20,-10,11,-37,-27,9,2020-06-11,1.17044835962693,1.16814021562252,1.08644209032495,1.27224184313192,4.35410007716752,4.37657125930202,3.75861002105179,8,1308
"110",2020-06-12,14,63.5,21.2,34,10,11,34.6,-16,-7,51,-32,-27,6,2020-06-12,1.17742877026671,1.17488579711966,1.0736876723103,1.26644982279237,4.48159433022337,4.31881362927757,4.76910107438334,14,1804
"111",2020-06-13,15,64,21,30,10,6,33.3,-23,-12,27,-27,-16,2,2020-06-13,1.18316420299862,1.17929145730202,1.08709566582145,1.2736220228558,4.62058298398901,4.27754546223949,3.13750547196376,15,2938
"112",2020-06-14,7,66,20.6,13,7,7.4,35.4,-22,-15,44,-27,7,0,2020-06-14,1.1865990228155,1.18595565830491,1.08488793823882,1.27049411833355,4.76994046315217,4.25238290916479,2.27244013158678,7,1893
"113",2020-06-15,5,75.5,19.7,25,6,9.6,25.6,-18,-12,16,-34,-24,7,2020-06-15,1.18953320549727,1.19014900093288,1.09475130148977,1.27994392009239,4.92927294212623,4.24304297432425,2.41751667365054,5,1271
"114",2020-06-16,2,69.2,22.3,21,8,8.3,36.6,-13,-8,49,-31,-24,7,2020-06-16,1.18965591067269,1.18754825783715,1.0981424878176,1.28545787133042,5.09771662461805,4.24929345664377,2.43379302353255,2,505
"115",2020-06-17,5,73,21.1,21,8,8.3,34.6,-16,-9,31,-33,-25,7,2020-06-17,1.18854332421011,1.18761324457519,1.08838193952379,1.27112370252134,5.27449619945108,4.27092260796718,2.03487661735751,5,1510
"116",2020-06-18,16,52,21.5,13,7,6,36.6,-13,-11,55,-29,-25,6,2020-06-18,1.18897281630969,1.18713454580568,1.09469574192542,1.27880031413905,5.45851544692534,4.30769617786047,4.51862307677918,16,2176
"117",2020-06-19,12,52.2,21.6,13,5,9.2,34.2,-14,-8,52,-29,-26,5,2020-06-19,1.18503272758487,1.18462955190968,1.08479293597427,1.27166656070289,5.64844303821226,4.35928053174647,3.66520519945508,12,2012
